total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,skewness_monthly,skewness_3m,skewness_12m,win_rate,calmar_ratio,n_observations
0.17933666525308078,0.036645019862131756,0.09430481687916258,0.3885805738755299,-0.13652443918472024,-0.4359010887577436,0.044156023743033346,0.6400556925274481,0.509090909090909,0.26841362675403724,55
